id,type,lat,lon,name,direction,operator
229619010,node,40.1312891,-82.8850038,,both,
229619561,node,40.1513241,-83.0923143,,,
229619798,node,39.9811408,-82.9563149,,,
229621826,node,39.9301005,-82.915992,,forward,
229622131,node,39.9938048,-82.9844818,,,
229622354,node,40.15802,-83.075185,,both,
229622539,node,39.99374,-83.042363,,both,
229622709,node,40.158284,-83.083824,,both,
229623019,node,39.9642943,-82.9825384,,,
229623059,node,40.131673,-82.892967,,both,
229623848,node,39.9738733,-83.0105745,,,
229624188,node,40.1021148,-82.9245346,,,
229626017,node,40.153658,-83.001213,,,
229629405,node,40.1575,-83.060785,,both,
229630249,node,40.1482503,-83.0930833,,,
229630254,node,40.148257,-83.093217,,,
229631878,node,39.975462,-83.082869,,both,
229631910,node,40.1808516,-83.023432,,both,
229632064,node,39.986327,-82.986024,,,
229632174,node,40.046427,-82.997899,,,
229632941,node,40.1321435,-82.90284,,both,
229632979,node,39.9641823,-82.9835322,,,
229633048,node,40.134689,-82.922708,,,
229633107,node,40.136213,-82.93072,,,
229634234,node,40.0318395,-83.0270736,,,
229634472,node,39.9177127,-82.9215907,,,
229634985,node,40.0335267,-83.1213573,,,
229635914,node,40.1951179,-83.0776318,,,
229637675,node,40.089428,-83.037013,,,
229640988,node,39.9802824,-82.9569054,,,
229645877,node,39.9209894,-82.935773,,both,
229646441,node,40.000744,-82.985047,,,
229646472,node,39.825908,-83.140276,,,
229647460,node,39.985545,-82.938505,,,
229647950,node,40.0147403,-82.9934792,,,
229648156,node,40.146533,-82.919765,,,
229648186,node,40.1468549,-82.9239088,,,
229648495,node,39.915275,-82.965993,,both,
229648511,node,40.0328761,-83.1263011,,,
229649105,node,39.9599225,-83.0193549,,,
229649220,node,39.947005,-83.03124,,,
229649238,node,40.154101,-82.91996,,,
229649947,node,39.948332,-82.943034,,,
229651561,node,40.0295029,-83.0295169,,,
229652962,node,40.031753,-82.973363,,,
229653939,node,39.9539479,-83.094785,,forward,
229654878,node,40.013988,-83.153334,,,
229658118,node,39.93952,-82.915472,,,
229658379,node,40.1423676,-82.9268116,,both,
229658402,node,39.9158397,-82.8848331,,,
229659015,node,40.102954,-83.1342911,,both,
229659846,node,40.0641087,-83.0665326,,both,
229660566,node,40.198412,-82.989973,,,
229661626,node,40.157221,-82.989527,,,
229663398,node,39.925824,-82.984348,,,
229663449,node,39.925657,-82.984361,,,
229664901,node,39.919949,-82.825529,,,
229667163,node,40.1443682,-82.9911743,,forward,
229668365,node,40.0633451,-83.0436687,,both,
229669230,node,39.948861,-82.982604,,,
229669564,node,39.948655,-82.98262,,,
229669974,node,40.1097236,-82.9255235,,,
229671454,node,40.1940203,-83.0527495,,,
229671799,node,40.156909,-83.045751,,,
229672721,node,40.02698,-82.951813,,both,
229672913,node,39.9742213,-82.961148,,,
229673549,node,40.0909256,-83.0179537,,both,
229674001,node,39.8929154,-83.119656,,,
229674092,node,39.9104673,-83.119106,,both,
229674155,node,39.916816,-83.119439,,both,
229674261,node,39.978757,-82.968119,,,
229674326,node,39.985554,-82.96686,,,
229674415,node,39.99983,-82.965492,,,
229674455,node,40.009242,-82.962611,,,
229674467,node,40.013415,-82.961337,,,
229675119,node,40.1357862,-82.9918224,,both,
229675189,node,40.1363631,-83.0057339,,both,
229676446,node,40.137793,-82.991682,,both,
229676676,node,39.938415,-83.062644,,,
229677190,node,39.9439702,-82.9971037,,both,
229677245,node,40.179993,-82.912556,,,
229677283,node,40.170867,-82.915165,,,
229677386,node,40.144851,-82.925197,,,
229677406,node,39.8918381,-82.9965464,,both,
229677591,node,39.9666903,-82.9617716,,,
229677599,node,39.9688143,-82.9615962,,,
229678860,node,40.089159,-83.02689,,,
229679435,node,39.948058,-82.937178,,,
229680977,node,39.9458739,-82.8968903,,,
229681059,node,39.9313526,-82.8981685,,,
229681078,node,39.927223,-82.898551,,,
229681142,node,39.916446,-82.89698,,,
229682185,node,39.982844,-83.165096,,,
229683248,node,40.003232,-83.139,,,
229683996,node,40.0319561,-83.1161645,,,
229684130,node,40.0650348,-83.1249255,,,
229684145,node,40.0642313,-83.1281854,,,
229684295,node,40.055198,-83.159822,,,
229684380,node,40.057774,-83.173297,,,
229684599,node,40.067543,-83.112597,,both,
229684641,node,40.065715,-83.121543,,,
229685185,node,39.999256,-82.954577,,,
229685295,node,40.001435,-83.001052,,,
229685301,node,40.001321,-82.998631,,,
229685424,node,40.000529,-82.979951,,,
229685860,node,40.070406,-82.998184,,both,
229685874,node,40.0747063,-82.9979311,,both,
229686354,node,39.8428344,-82.8056364,,,
229686417,node,39.9622317,-83.000642,,both,
229686428,node,39.96494,-83.0011686,,both,
229686433,node,39.966283,-83.0014292,,both,
229686438,node,39.9676193,-83.0016885,,both,
229686444,node,39.9690245,-83.0019612,,both,
229686452,node,39.971601,-83.002466,,both,
229686455,node,39.9722669,-83.0025892,,,
229686489,node,39.9755678,-83.0032279,,both,
229686512,node,39.9771908,-83.0035499,,both,
229686523,node,39.9787802,-83.0038673,,both,
229686527,node,39.9789842,-83.0039079,,both,
229686538,node,39.9807349,-83.0042564,,,
229686541,node,39.9808792,-83.0042852,,,
229686551,node,39.9826484,-83.0046374,,,
229686554,node,39.9829133,-83.0046901,,,
229686560,node,39.9852694,-83.0051609,,,
229686567,node,39.9871047,-83.0055253,,both,
229686591,node,39.990174,-83.00612,,both,
229686613,node,39.993476,-83.006761,,both,
229686617,node,39.994076,-83.006877,,both,
229686619,node,39.9947588,-83.0070113,,both,
229686627,node,39.995745,-83.007218,,both,
229686632,node,39.9968272,-83.0074333,,both,
229686717,node,40.010034,-83.010163,,both,
229686750,node,40.0144722,-83.0113457,,both,
229686770,node,40.0166925,-83.0119357,,both,
229686782,node,40.0178348,-83.0122369,,both,
229686791,node,40.019631,-83.012712,,both,
229686794,node,40.0216834,-83.013252,,both,
229686815,node,40.024061,-83.0138872,,both,
229686845,node,40.028637,-83.015082,,both,
229686867,node,40.031592,-83.015859,,both,
229686874,node,40.0332602,-83.0162957,,both,
229686887,node,40.0351627,-83.0168075,,both,
229686909,node,40.037907,-83.017538,,,
229686958,node,40.044884,-83.019431,,both,
229686992,node,40.0496092,-83.0202373,,both,
229687004,node,40.0514139,-83.0201199,,both,
229687032,node,40.0564909,-83.0198302,,both,
229687077,node,40.0659117,-83.0193125,,both,
229687091,node,40.0680555,-83.0191985,,both,
229687108,node,40.0711646,-83.0190369,,both,
229687119,node,40.0729167,-83.0189501,,both,
229687164,node,40.0772836,-83.0187212,,both,
229687188,node,40.0844156,-83.0183383,,both,
229687211,node,40.0888632,-83.0180874,,both,
229687232,node,40.0929316,-83.0178273,,both,
229687247,node,40.0960069,-83.0175998,,both,
229687268,node,40.1056933,-83.0170288,,both,
229687280,node,40.1070178,-83.0169307,,both,
229687360,node,40.129858,-83.016522,,both,
229687373,node,40.132144,-83.016683,,both,
229687387,node,40.135606,-83.01694,,both,
229687503,node,40.0827224,-82.8087527,,both,
229688149,node,40.182245,-82.956637,,,
229688263,node,40.0095682,-82.8672728,,,
229688285,node,40.013502,-82.866973,,,
229688311,node,40.0183283,-82.8665621,,both,
229688318,node,39.976157,-82.87396,,,
229688335,node,39.973239,-82.8746895,,,
229688338,node,40.1562982,-82.9478034,,,
229688351,node,39.969396,-82.87558,,,
229688405,node,39.960159,-82.87639,,,
229688409,node,39.957972,-82.876588,,,
229688421,node,39.9554376,-82.8768514,,both,
229688463,node,39.944783,-82.877813,,,
229688472,node,39.941459,-82.878178,,,
229688476,node,40.146226,-82.939046,,,
229688479,node,40.146025,-82.939063,,,
229688523,node,39.9301982,-82.8791983,,,
229688525,node,40.136683,-82.9397738,,both,
229688537,node,39.925854,-82.879669,,,
229688543,node,39.9235705,-82.879881,,,
229688549,node,39.9212772,-82.8801173,,,
229688551,node,39.9189566,-82.8803131,,,
229688567,node,39.9156173,-82.880699,,,
229688572,node,39.913349,-82.8808,,,
229688646,node,39.899881,-82.882087,,,
229688669,node,39.8953825,-82.8824967,,,
229689772,node,39.93031,-83.038113,,,
229689799,node,39.932003,-83.048388,,,
229690010,node,40.1437468,-82.9468176,,,
229693046,node,40.143826,-83.017533,,both,
229693073,node,40.15284,-83.018171,,both,
229693107,node,40.1569118,-83.0184978,,both,
229693114,node,40.161697,-83.019298,,both,
229693124,node,40.165707,-83.02,,both,
229693138,node,40.170517,-83.020863,,both,
229693168,node,40.1751199,-83.021767,,,
229698169,node,39.9730723,-82.96811,,,
229698585,node,40.110864,-82.94649,,both,
229698894,node,39.881614,-83.085353,,,
229698919,node,39.877685,-83.085602,,both,
229699496,node,39.955371,-83.0651389,,,
229699568,node,39.999941,-82.857306,,both,
229699758,node,39.8889958,-82.9979066,,,
229699853,node,39.9579837,-82.9953323,,both,
229699859,node,39.9582011,-82.9934382,,both,
229699862,node,39.9585782,-82.9901539,,both,
229699992,node,39.9574808,-82.9997258,,both,
229703696,node,40.024079,-83.0261489,,backward,
229703867,node,40.0151424,-83.0699657,,,
229705505,node,39.970672,-82.925765,,,
229706148,node,39.9679267,-82.9990032,,,
229708075,node,40.1513643,-83.0924403,,,
229708598,node,39.984528,-83.122944,,,
229709405,node,39.9524381,-83.1236989,,,
229709700,node,39.957669,-83.03815,,,
229709740,node,39.950425,-83.03667,,,
229710180,node,39.960237,-83.016717,,,
229711332,node,39.8979982,-83.0564957,,,
229711392,node,39.899761,-83.068161,,,
229711439,node,39.9011639,-83.0777046,,,
229711442,node,39.9011996,-83.0778926,,,
229711447,node,39.9012691,-83.0780696,,,
229712162,node,39.9943691,-83.0144652,,both,
229712414,node,39.955478,-83.062861,,,
229712558,node,40.056941,-82.897704,,,
229712561,node,40.057088,-82.8976931,,,
229712888,node,39.9550893,-82.8119041,,both,
229713057,node,39.915166,-82.873906,,,
229713790,node,40.032042,-83.136344,,,
229714619,node,40.1458701,-82.9466675,,,
229715759,node,40.102262,-82.888477,,both,
229716166,node,39.985912,-82.947008,,,
229716218,node,39.989529,-82.9433993,,,
229716234,node,39.991863,-82.942439,,,
229716596,node,40.021338,-82.934001,,both,
229716909,node,40.04993,-82.928931,,,
229717016,node,40.058095,-82.922688,,,
229718976,node,40.014277,-82.981448,,,
229719023,node,40.0193864,-82.9815665,,,
229719061,node,40.0234939,-82.9814599,,both,
229719114,node,40.030289,-82.980744,,,
229719123,node,40.032103,-82.980568,,,
229719386,node,40.055463,-82.976321,,,
229719830,node,40.1055588,-82.9248127,,,
229719898,node,40.114586,-82.927411,,,
229719938,node,40.119064,-82.929082,,,
229719964,node,40.121675,-82.930047,,,
229719989,node,40.1240248,-82.9309125,,,
229720373,node,40.1692811,-82.9923523,,,
229720385,node,40.1692874,-82.9924705,,,
229720449,node,40.117296,-83.067252,,both,
229720524,node,40.117551,-83.076218,,both,
229720614,node,40.117908,-83.090411,,both,
229720652,node,40.1198788,-83.097009,,,
229720787,node,39.9883452,-83.0354995,,,
229720824,node,39.991244,-83.035282,,,
229720841,node,39.993279,-83.035142,,,
229720889,node,39.9978193,-83.0347964,,both,
229721121,node,40.028594,-83.047397,,,
229721171,node,40.032703,-83.050916,,,
229722782,node,39.948885,-82.953717,,,
229722811,node,39.94297,-82.954225,,,
229722874,node,39.934143,-82.954978,,,
229722948,node,39.919445,-82.956095,,both,
229723032,node,39.904837,-82.957396,,,
229723138,node,39.957513,-82.952883,,both,
229723200,node,39.948879,-82.953617,,,
229723872,node,39.931166,-82.98395,,,
229724015,node,39.9998401,-83.0037267,,,
229725824,node,39.895846,-83.068519,,,
229729510,node,40.164829,-82.940378,,,
229730445,node,39.982726,-82.81403,,both,
229732397,node,40.108038,-83.132394,,,
229732656,node,40.112644,-83.155157,,,
229733368,node,40.0325454,-82.9896085,,,
229733614,node,40.0612438,-82.9872832,,,
229736316,node,40.0273173,-83.1165796,,,
229736339,node,40.0263763,-83.1133407,,,
229736374,node,40.027608,-83.109861,,,
229736493,node,39.9552817,-82.8017271,,both,
229736615,node,39.9456906,-82.7963547,,,
229736839,node,39.9552614,-82.8027079,,both,
229736938,node,39.945335,-82.887417,,,
229736961,node,39.97504,-82.884579,,both,
229737034,node,39.9557581,-82.886399,,,
229737095,node,40.1043787,-82.9211897,,,
229737444,node,39.897793,-82.9294385,,,
229738385,node,39.995172,-82.868556,,,
229738480,node,39.935224,-82.996035,,,
229738909,node,40.018678,-82.965056,,,
229738917,node,40.019015,-82.965029,,,
229739771,node,40.0799016,-83.0390442,,,
229740240,node,40.1036503,-83.074458,,,
229740503,node,40.104537,-83.091095,,,
229741202,node,39.943128,-82.843713,,,
229741539,node,40.095877,-82.92537,,,
229741739,node,39.987557,-83.017898,,both,
229741757,node,39.9905814,-83.0177078,,,
229742224,node,39.876047,-83.027572,,,
229742347,node,39.8570357,-83.0279342,,both,
229742509,node,39.82537,-83.032575,,both,
229743048,node,39.9755862,-82.913281,,both,
229743206,node,40.028405,-83.102739,,,
229743266,node,40.0361981,-83.103187,,,
229743418,node,40.1233796,-83.1199417,,,
229743479,node,40.139234,-83.12653,,,
229743575,node,39.971503,-83.041268,,both,
229743598,node,39.972968,-83.045737,,,
229743629,node,39.97434,-83.050832,,,
229743686,node,39.981905,-83.063533,,both,
229743732,node,39.9897073,-83.0669862,,both,
229744319,node,40.0061221,-83.104068,,,
229744350,node,40.0128888,-83.109318,,,
229744362,node,39.9951496,-83.085032,,,
229745535,node,40.141237,-83.09075,,both,
229745558,node,39.921957,-82.864327,,,
229745627,node,39.9153307,-82.8635842,,both,
229745709,node,39.9079468,-82.865048,,,
229745779,node,39.902998,-82.872036,,,
229745822,node,39.895724,-82.873622,,both,
229746074,node,39.9547097,-82.85143,,both,
229746199,node,39.943425,-82.853651,,,
229746779,node,39.967936,-82.950542,,,
229746812,node,39.97148,-82.949084,,,
229746904,node,39.985696,-82.941438,,,
229746930,node,39.989476,-82.940448,,,
229747641,node,39.83987,-83.084802,,,
229751985,node,40.0180266,-83.0259448,,,
229752724,node,40.154652,-83.092804,,,
229754257,node,39.9820079,-82.8204821,,both,
229755219,node,40.017073,-82.965279,,,
229755992,node,40.0889983,-83.022202,,,
229757332,node,39.969413,-83.1116571,,,
229759534,node,39.8565603,-82.9022311,,both,
229760063,node,39.939677,-83.01478,,,
229761892,node,40.185863,-82.991351,,both,
229761962,node,40.012382,-83.0687129,,,
229761998,node,40.015868,-83.065649,,,
229762040,node,40.019003,-83.062895,,,
229762062,node,40.021232,-83.060922,,,
229763662,node,40.1569889,-83.0129766,,,
229764836,node,39.879319,-83.069676,,,
229765145,node,40.071139,-82.862579,,,
229767760,node,39.865406,-82.921876,,both,
229770519,node,39.972286,-82.990245,,,
229772543,node,39.9701844,-82.9302584,,,
229773357,node,40.164729,-82.940475,,,
229774145,node,39.881149,-83.069522,,,
229774202,node,39.8815,-83.081095,,,
229774400,node,40.0222925,-83.1601154,,,
229774483,node,40.034684,-83.158752,,,
229774640,node,39.854439,-82.896417,,both,
229774708,node,39.8518986,-82.886425,,,
229774742,node,39.8512097,-82.8823771,,both,
229775069,node,39.964896,-82.977348,,,
229777899,node,40.1520203,-82.9570719,,both,
229778678,node,40.018559,-82.872771,,both,
229779166,node,39.985097,-82.955915,,,
229779235,node,39.979063,-82.960937,,both,
229779251,node,39.986182,-82.953378,,,
229782563,node,40.030463,-83.164621,,,
229783731,node,40.1570813,-83.0322871,,,
229783826,node,40.10925,-82.8870546,,,
229784180,node,39.9858584,-82.8153441,,both,
229784291,node,40.0003831,-82.8103619,,,
229784412,node,40.019446,-82.814889,,,
229784638,node,39.940723,-82.791954,,,
229784831,node,39.9735302,-82.899109,,both,
229784879,node,39.95616,-82.9005711,,both,
229788537,node,39.8540421,-82.8294351,,,
229790279,node,39.898248,-83.10742,,,
229790321,node,39.8943083,-83.1154082,,,
229792046,node,39.9558954,-82.9896407,,,
229792063,node,39.9563373,-82.9856419,,,
229792342,node,39.9551121,-82.9965474,,both,
229792348,node,39.9553054,-82.9948279,,both,
229792352,node,39.9555311,-82.9929252,,,
229792452,node,40.145839,-82.956284,,,
229792456,node,40.145661,-82.956279,,,
229792802,node,40.101717,-82.866753,,both,
229793321,node,40.189053,-82.991189,,both,
229793460,node,39.9521869,-82.9824467,,both,
229793483,node,40.195502,-82.9907598,,both,
229793499,node,39.946868,-82.915535,,,
229794006,node,39.9627313,-82.996247,,both,
229794017,node,39.9641207,-82.9965149,,,
229794027,node,39.965443,-82.996768,,both,
229794034,node,39.96679,-82.997033,,both,
229794048,node,39.9681216,-82.9972897,,,
229794071,node,39.9692107,-82.997457,,both,
229794119,node,39.974235,-82.998225,,,
229794194,node,39.980631,-82.998367,,both,
229794198,node,39.982403,-82.998713,,both,
229794224,node,39.986875,-82.999585,,both,
229794249,node,39.989909,-82.9994009,,both,
229794269,node,39.994403,-82.999105,,,
229794273,node,39.9953682,-82.9990437,,,
229794367,node,40.0100259,-82.9980358,,,
229794410,node,40.0150153,-82.9976667,,both,
229794682,node,40.035928,-82.977899,,,
229797952,node,39.969439,-82.937149,,,
229797988,node,39.9571924,-82.9381248,,both,
229798358,node,40.0553316,-82.865889,,,
229800157,node,40.089242,-83.02946,,,
229800196,node,40.09016,-83.049521,,,
229800796,node,39.998479,-83.025867,,both,
229800921,node,40.0110522,-82.7902953,,,
229801883,node,40.1585163,-83.0914866,,both,
229803821,node,40.173942,-82.992049,,,
229804396,node,40.031693,-83.021237,,,
229804805,node,39.984844,-82.923807,,,
229805975,node,39.972736,-83.0987642,,,
229808807,node,39.9563906,-82.9082936,,,
229810563,node,40.0152522,-83.0022047,,both,
229810577,node,40.015112,-83.00009,,both,
229810925,node,40.013666,-82.967399,,,
229811613,node,39.945882,-82.915283,,,
229812606,node,40.0819337,-82.9163164,,,
229813431,node,39.9818404,-83.0450131,,,
229814377,node,40.1496611,-82.9541813,,,
229814382,node,39.954524,-83.082819,,backward,
229814882,node,40.089894,-82.916777,Huber Ridge,,
229816597,node,39.958596,-83.03043,,,
229816620,node,39.955168,-83.029749,,,
229816630,node,39.954016,-83.029517,,,
229816635,node,39.951836,-83.029073,,,
229816670,node,39.94782,-83.028256,,,
229817055,node,40.03088,-83.148664,,,
229819416,node,40.0530137,-82.8637635,,,
229820794,node,40.1410019,-82.9470117,,,
229821504,node,39.916575,-83.036108,,,
229821574,node,39.9186272,-83.0483673,,,
229821650,node,39.921099,-83.061336,,,
229821803,node,39.9173835,-83.0113626,,,
229823162,node,39.953919,-82.9764043,,both,
229823174,node,39.950418,-82.9766879,,both,
229823235,node,39.957979,-82.976143,,both,
229824630,node,39.9576719,-82.9607004,,both,
229824640,node,39.9540446,-82.9609923,,forward,
229824644,node,39.95301,-82.961088,,forward,
229824656,node,39.949261,-82.961387,,,
229825136,node,39.855554,-83.071494,,,
229828178,node,40.110129,-83.025988,,,
229828249,node,40.107404,-83.037865,,,
229828263,node,40.107091,-83.042406,,,
229829168,node,39.955416,-82.795156,,both,
229829516,node,39.9396113,-82.9906327,,both,
229829532,node,39.9392246,-82.9833413,,,
229829701,node,39.9505013,-83.1675688,,,
229829909,node,39.973106,-83.173822,,,
229830004,node,39.9847026,-83.1789979,,,
229830017,node,39.9878161,-83.179491,,,
229830128,node,40.0296821,-83.1861485,,,
229830146,node,40.0335372,-83.1867961,,,
229833787,node,39.9620303,-83.0024074,,both,
229833802,node,39.9647405,-83.0029311,,both,
229833806,node,39.966083,-83.003193,,both,
229833824,node,39.9688161,-83.003724,,both,
229833857,node,39.971483,-83.004648,,both,
229835614,node,40.145678,-82.9466811,,,
229837288,node,40.002148,-83.113826,,,
229837355,node,40.002962,-83.1312878,,,
229837374,node,40.142978,-82.988934,,forward,
229837438,node,40.00374,-83.1538728,,,
229837590,node,39.999869,-83.202094,,,
229837774,node,40.142842,-82.9661,,,
229838140,node,40.088784,-83.015992,,both,
229838296,node,40.142723,-82.966028,,,
229838342,node,40.14504,-82.9623158,,,
229838464,node,40.1455766,-82.9425357,,,
229839160,node,39.983623,-82.8055971,,,
229839715,node,39.861158,-82.970242,,both,
229839975,node,39.949351,-82.963182,,,
229840002,node,39.9432235,-82.9636946,,,
229840039,node,39.93459,-82.964421,,,
229840096,node,39.9227377,-82.9653679,,,
229840162,node,40.0883237,-83.0041465,,,
229843062,node,39.9549057,-82.8577621,,both,
229843476,node,39.968976,-82.941323,,,
229844217,node,40.0516491,-82.9118589,,,
229847474,node,39.9553547,-83.0654861,,,
229847705,node,40.0517743,-83.0278728,,,
229849043,node,39.980737,-83.000856,,,
229849335,node,40.0479787,-82.8641511,,,
229851745,node,40.144433,-83.092704,,both,
229854793,node,39.9798135,-83.0346488,,,
229854799,node,39.979885,-83.034653,,,
229854805,node,39.9800102,-83.0346881,,,
229859560,node,39.942494,-83.097486,,,
229860790,node,40.148427,-82.978114,,backward,
229861539,node,40.035738,-82.977909,,,
229861597,node,40.0350955,-82.9635066,,,
229862132,node,40.0239576,-82.9917801,,both,
229862158,node,40.030763,-82.991233,,both,
229864011,node,39.915026,-83.065963,,,
229864875,node,39.9112251,-83.1438757,,,
229866997,node,40.0642291,-83.070741,,both,
229868934,node,40.0060449,-83.0094609,,backward,
229870731,node,40.126822,-82.993878,,both,
229870823,node,40.118842,-82.995466,,both,
229871419,node,40.132407,-83.070657,,both,
229871517,node,40.133015,-83.089648,,both,
229871522,node,40.1316421,-83.089723,,both,
229871577,node,40.132439,-83.113128,,both,
229872859,node,39.987296,-83.0108385,,both,
229874778,node,39.960688,-82.9818638,,,
229875137,node,39.878878,-83.063589,,,
229875454,node,40.111902,-83.065891,,,
229876964,node,39.9780114,-83.0299186,,,
229877785,node,39.9590769,-83.1459717,,,
229878432,node,39.9698599,-83.1485774,,,
229879252,node,39.901304,-82.995337,,,
229881710,node,39.98752,-83.107468,,,
229881832,node,39.942658,-83.0942594,,,
229882210,node,39.994524,-83.00152,,,
229882234,node,39.9942809,-82.9957591,,,
229882282,node,39.9936977,-82.9816941,,,
229882618,node,39.952657,-82.993422,,both,
229883305,node,40.042454,-82.977325,,,
229883349,node,40.0417352,-82.9606353,,,
229886463,node,39.9625235,-82.9979826,,both,
229886469,node,39.9639221,-82.9982498,,both,
229886474,node,39.965248,-82.998505,,,
229886482,node,39.966587,-82.998762,,,
229886778,node,39.9578681,-82.97086,,both,
229886809,node,39.9543349,-82.9711517,,forward,
229886821,node,39.953292,-82.971214,,,
229886860,node,39.9436048,-82.971941,,,
229887594,node,39.9445616,-82.9901373,,,
229887598,node,39.9445551,-82.990018,,,
229887983,node,39.9574,-82.94738,,both,
229888031,node,39.9485582,-82.9473097,,,
229889066,node,39.9629423,-82.9943896,,both,
229889121,node,39.956874,-82.9931832,,both,
229891604,node,40.0637963,-83.056964,,both,
229892026,node,40.125799,-82.938993,,both,
229892172,node,40.0184278,-82.8906883,,both,
229892179,node,40.0193432,-82.8905885,,,
229892381,node,40.0565758,-82.890321,,,
229895394,node,40.1019974,-82.9979756,,both,
229895604,node,40.110178,-82.951864,,,
229895620,node,40.1106005,-82.9491523,,both,
229895713,node,40.1099627,-82.9303254,,,
229896298,node,39.9551932,-82.8672731,,both,
229896369,node,39.9442368,-82.8681047,,,
229896827,node,40.0052604,-83.0168797,,both,
229897116,node,39.91822,-82.931164,,,
229898045,node,40.0485799,-82.9998097,,,
229898092,node,40.0447582,-82.9582373,,,
229898234,node,40.084141,-83.130469,,,
229899667,node,39.9659399,-82.968548,,,
229900972,node,39.944422,-82.871381,,,
229901824,node,40.030895,-83.148476,,,
229903013,node,39.966065,-82.9915854,,,
229903078,node,39.9633206,-82.9910597,,,
229904095,node,39.9566923,-82.9187589,,both,
229905372,node,40.040191,-82.909563,,,
229909803,node,40.0581661,-82.8634336,,both,
229911142,node,40.094841,-82.8228032,,both,
229914071,node,40.088204,-82.926685,,,
229914077,node,40.0882161,-82.9268722,,,
